"","PLOT_ID","PlotID0","ID_SP1","ID_SP2","ID_SP3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","X","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","YEAR","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA11","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","CoorX","CoorY","Origen","INVENTORY_ID","PLOT_ID_short","Do","SUM_DBH","SUM_H","G","N","Deadwood","dbh_mean","h_mean","dg","Ho","slenderness","dominant_slenderness","SDI","S","S_staggered","Longitude","Latitude","period","tmin","tmax","tmean","prec","MARTONNE"
"132","18_1348",18.1348,21,26,NA,19.97989375,7.41671666666667,NA,1082.25361302489,159.154943091895,NA,37305,18,1348,NA,951228,13,41,4,2,4,"S",960109,12,1028,1,"1028J07",496,4110,95,74,5,3,"2","2",19,19,2,4,9,1,0,60,25,21,3,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,30,NA,NA,NA,NA,NA,NA,NA,NA,21,26,15,95,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,1,NA,1,2,4,9,NA,NA,"01",240,NA,"6.75",NA,496000,4110000,18,"IFN2","18_1348",25.08125,20313.6527421212,8834.16037455414,27.3966104166667,1241.40855611678,0,16.3633903133903,7.11623931623932,16.7627824679668,6.8125,43.4887830697043,27.1617243957139,653.576646469981,41.6616165651695,77.5410056271906,-3.04503409303289,37.1357511936098,"1986_1996",4.21212121212121,17.2878787878788,10.75,587.172729080374,28.2974809195361
"133","18_1356",18.1356,21,26,NA,13.05298125,7.94378888888889,NA,763.943726841098,155.618166578742,NA,37313,18,1356,NA,951228,13,29,4,1,2,"S",960109,12,1028,1,"1028K04",490,4109,95,10,5,3,"2","2",18,18,2,5,9,1,0,60,25,21,3,6,2,3,NA,26,NA,4,NA,4,NA,NA,NA,NA,NA,NA,21,1,2,30,26,1,2,30,NA,NA,NA,NA,21,26,15,45,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,2,9,NA,NA,"P204",64,NA,"7.25",NA,490000,4109000,18,"IFN2","18_1356",26.25625,14928.5568231941,7146.0569448261,20.9967701388889,919.56189341984,0,16.2344230769231,7.77115384615385,17.05064543105,6.9375,47.8683708643789,26.4222804094263,497.543747957797,47.5342363175538,88.471182581646,-3.11257179672569,37.1266923082122,"1986_1996",4.06818181818182,17.1363636363636,10.6022727272727,601.527274370193,29.1971319054479
"135","18_1359",18.1359,26,21,NA,15.7467208333333,12.8709125,NA,466.854499736226,763.943726841098,NA,37316,18,1359,NA,951228,13,41,4,0,4,"S",960109,12,1028,1,"1028K09",500,4109,95,69,5,3,"2","2",17,17,2,4,9,1,70,75,25,21,3,6,4,3,NA,26,NA,4,NA,4,NA,NA,NA,NA,NA,NA,21,1,2,33,26,1,2,33,NA,NA,NA,NA,21,26,15,NA,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,2,9,NA,NA,"P413",366,NA,"6.75",NA,5e+05,4109000,18,"IFN2","18_1359",26.74375,20362.6370968284,11298.232571268,28.6176333333333,1230.79822657732,0,16.5442528735632,9.17959770114943,17.2059432394339,10,55.4851148087678,37.3919139985978,675.704976893728,28.5040498646599,53.052014616282,-2.99999999999999,37.1267457559431,"1986_1996",4.17424242424242,17.2651515151515,10.719696969697,582.927270098166,28.1339669663466
"137","18_1368",18.1368,26,21,25,16.3452652777778,15.32575625,0.5776,399.655745986315,891.267681314614,31.8309886183791,37325,18,1368,NA,951229,13,45,4,1,2,"S",960111,12,1028,1,"1028K10",502,4108,95,97,5,3,"2","2",18,18,2,5,9,1,0,60,25,21,3,6,2,3,NA,26,NA,4,NA,4,NA,NA,NA,NA,NA,NA,21,1,2,35,26,1,2,39,NA,NA,NA,NA,21,26,25,15,45,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,2,4,9,NA,NA,"M413",248,NA,"8",NA,502000,4108000,18,"IFN2","18_1368",26.33125,22461.1834409079,12426.4642789639,32.2486215277778,1322.75441591931,0,16.980614973262,9.39438502673797,17.6185850388178,10.5,55.3241743101209,39.8765725136482,754.343242871575,26.1861162110717,48.7378539740712,-2.97748829099588,37.117729612836,"1986_1996",1.8030303030303,13.8030303030303,7.8030303030303,771.854547739029,43.3552341708731
"138","18_1419",18.1419,26,21,25,26.9749222777778,9.18128819444444,5.86616180555555,484.113969120414,357.214427828476,360.751204341629,37375,18,1419,NA,951220,12,51,4,1,1,"S",951230,13,1028,1,"1028502",485,4096,95,183,5,5,"0","2",18,18,2,4,9,1,70,70,25,26,3,6,4,4,NA,21,NA,3,NA,4,NA,25,NA,1,NA,4,26,3,1,NA,21,3,1,NA,25,3,1,NA,26,21,25,NA,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,"P810","P217",310,NA,"4.25",NA,485000,4096000,18,"IFN2","18_1419",36.3284974093264,23411.7770114541,10291.3830335035,42.0223722777778,1202.07960129052,0,19.4760621395787,8.561315758503,21.0973898708378,8.94818652849741,43.9581456310152,24.6313147160339,915.433123887855,32.2328240659795,59.9920453967672,-3.16859794326221,37.0094428535511,"1986_1996",3.16666666666667,15.9924242424242,9.57954545454546,712.772728080099,36.4039466459946
"145","19_123",19.123,26,21,NA,5.87359166666667,5.41226666666667,NA,169.765272631355,116.713624934057,NA,37876,19,123,NA,930226,3,14,4,2,2,"S",930310,3,433,2,"0433L12",509,4565,92,44,5,5,"0","0",12,11,3,2,9,1,90,70,26,26,0,6,4,4,NA,21,NA,4,NA,4,NA,NA,NA,NA,NA,NA,26,1,2,20,21,1,2,20,NA,NA,NA,NA,26,21,15,NA,NA,NA,NA,3,1,"W",20,NA,NA,NA,1,1,2,NA,2,3,4,0,NA,NA,"01",350,NA,"1",NA,509000,4565000,19,"IFN2","19_123",26.25625,6324.11008316929,2606.60429019393,11.2858583333333,286.478897565412,0,22.0753086419753,9.09876543209877,22.3962877214887,10.1875,41.2169341759409,38.8002856462747,240.121730244181,57.9944000296283,107.939740936566,-2.89260800696795,41.2356283179545,"1986_1996",4.66666666666667,16.7575757575758,10.7121212121212,464.872727697546,22.4444769773504
"169","19_243",19.243,26,21,NA,18.5579666666667,5.17040625,NA,661.377207959654,254.647908947033,NA,38970,19,243,NA,930427,3,33,4,1,3,"S",930506,3,460,3,"0460317",485,4544,92,901,5,5,"0","0",12,11,4,5,9,1,0,70,26,26,0,6,1,4,NA,21,NA,4,NA,3,NA,NA,NA,NA,NA,NA,26,1,2,25,21,1,2,25,NA,NA,NA,NA,26,21,45,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,1,NA,1,NA,0,0,NA,NA,"01",200,NA,"7.5",NA,485000,4544000,19,"IFN2","19_243",26.0625,16110.1938562386,8143.42792153531,23.7283729166667,916.025116906686,0,17.5870656370656,8.88996138996139,18.1608155655995,10.6875,50.5482925544176,41.0071942446043,548.435932770019,30.9150662339673,57.5394217135865,-3.17847285745458,41.0463773725205,"1986_1996",5.62121212121212,16.4545454545455,11.0378787878788,418.909091190858,19.9121354113047
"171","19_938",19.938,26,21,43,10.4215787777778,4.71238333333333,1.543625,117.845393418266,56.5884242104517,254.647908947033,39298,19,938,NA,930428,2,16,4,5,2,"S",930507,2,489,1,"0489L91",576,4528,92,283,7,7,"0","0",11,11,4,5,9,1,80,60,26,26,0,7,4,4,NA,21,NA,2,NA,4,NA,NA,NA,NA,NA,NA,26,3,1,NA,21,3,1,NA,NA,NA,NA,NA,26,21,43,37,44,95,45,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"01",117,NA,"10",NA,576000,4528000,19,"IFN2","19_938",37.8358757062147,8827.12926284599,4827.13405621205,17.2859871111111,556.405681049266,0,15.8645563183321,8.67556572590897,19.8886989466887,16.8728813559322,54.6852086615498,44.5949275416421,385.443806718836,25.1255148370109,46.7638523895285,-2.09775463363355,40.8988579152799,"1986_1996",4.12878787878788,17.1893939393939,10.6590909090909,542.309092088179,26.2503850955774
"193","22_1553",22.1553,21,26,25,16.19765625,4.10686388888889,0.931225,1718.87338539247,74.2723067762178,127.323954473516,45597,22,1553,NA,940217,13,29,4,4,1,"S",940223,12,212,2,"0212M68",285,4694,93,111,2,2,"0","0",7,7,3,5,9,1,60,85,21,21,0,7,2,3,NA,26,NA,2,NA,4,NA,NA,NA,NA,NA,NA,21,1,2,25,26,3,1,NA,NA,NA,NA,NA,21,26,25,91,39,99,44,2,2,"W",20,NA,NA,NA,1,1,3,NA,9,NA,0,0,NA,NA,"P204",375,NA,"8",NA,285000,4694000,22,"IFN2","22_1553",23.3716666666667,21438.347673304,10543.1307857098,21.2357451388889,1920.4696466422,0,11.1630755064457,5.48987108655617,11.8654738857776,8.01666666666667,49.1788403956084,34.3007915567282,580.68592505973,28.4644272991063,52.9782687122136,0.389047708803786,42.3678003360105,"1986_1996",6.18181818181818,16.6742424242424,11.4280303030303,777.345454952934,36.2770373179379
"248","24_1099",24.1099,21,26,NA,11.4174611111111,7.72647222222222,NA,113.176848420903,99.0297423682904,NA,49267,24,1099,NA,930126,3,16,4,1,2,"S",930205,3,159,2,"0159J11",730,4723,92,210,2,2,"0","0",10,10,3,2,9,1,0,40,21,21,7,6,2,4,26,26,3,4,2,4,NA,NA,NA,NA,NA,NA,21,3,1,NA,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,3,4,"W",20,NA,NA,NA,1,1,2,NA,0,NA,4,4,NA,NA,"01",395,NA,"1.75",NA,730000,4723000,24,"IFN2","24_1099",37.2375,7123.0678974906,2765.75923328583,19.1439333333333,212.206590789194,0,33.5666666666667,13.0333333333333,33.8915328658944,13.5625,38.8282025819265,36.421617992615,345.829111807854,50.6151833841716,94.2054712033078,-6.19545172629721,42.6243599139727,"1986_1996",4.43181818181818,14.6515151515152,9.54166666666667,973.536364772103,49.8184920139243
"249","24_1132",24.1132,21,26,NA,18.64738125,7.53248611111111,NA,1464.22547644544,233.427249868113,NA,49285,24,1132,NA,930126,3,37,6,0,1,"S",930205,3,159,2,"0159L11",729,4716,92,23,6,6,"0","0",12,12,2,2,9,1,0,90,26,21,7,7,2,3,25,26,3,3,2,4,NA,NA,NA,NA,NA,NA,21,1,2,23,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,3,4,"W",20,NA,NA,NA,1,1,2,NA,2,NA,4,0,NA,NA,"01",60,NA,"2.25",NA,729000,4716000,24,"IFN2","24_1132",22.8816666666667,22946.0755008612,13004.7272388644,26.1798673611111,1697.65272631355,0,13.5163541666667,7.66041666666667,14.0124589279802,9.31666666666667,56.6751697403608,40.7167310073567,670.363990150985,26.0504371094235,48.4853267115264,-6.21044282693709,42.561694362592,"1986_1996",4.10606060606061,13.6969696969697,8.90151515151515,1018.46363648501,53.8826452970027
"262","24_1399",24.1399,21,26,NA,8.69588611111111,5.6717,NA,364.287980854783,254.647908947033,NA,48054,24,1399,NA,921123,3,20,5,1,3,"S",921130,3,193,2,"0193J02",732,4708,92,8,6,6,"0","0",10,10,3,4,9,1,50,60,21,21,5,6,2,3,26,26,4,4,2,3,25,NA,1,NA,0,NA,21,3,1,NA,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",399,NA,"4.25",NA,732000,4708000,24,"IFN2","24_1399",21.4096774193548,10467.4437683283,4661.47144433596,14.3675861111111,618.935889801815,0,16.912,7.53142857142857,17.1919100575989,7.82258064516129,44.5330450060819,36.5375922856712,339.349475227976,51.3839063663778,95.636225888397,-6.17718531542589,42.4888423751723,"1986_1996",4.92424242424242,15.6969696969697,10.3106060606061,899.96363696185,44.3100335990169
"263","24_1443",24.1443,21,26,NA,17.5737201388889,7.08989305555556,NA,406.729299012621,148.544613552436,NA,49345,24,1443,NA,930210,3,29,4,0,1,"S",930216,2,196,2,"0196J11",342,4706,92,229,6,6,"0","0",9,9,3,1,9,1,0,70,21,21,4,6,3,4,26,26,4,2,0,4,25,43,2,2,0,2,21,3,1,NA,26,3,1,NA,43,3,6,NA,21,26,43,25,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,3,NA,2,NA,4,4,NA,NA,"01",90,NA,"0.5",NA,342000,4706000,24,"IFN2","24_1443",31.20625,12843.6270686903,5800.3134815713,24.6636131944444,555.273912565057,0,23.1302547770701,10.4458598726115,23.7809814687669,11.8125,45.1610238334549,37.8529941918686,512.462799121351,35.9256424566812,66.8651548731044,-4.92249086031579,42.489481931208,"1986_1996",5.90151515151515,16.6666666666667,11.2840909090909,515.318183400414,24.211425594894
"264","24_1569",24.1569,21,26,NA,9.62088819444445,5.92037777777778,NA,696.744973091186,102.566518881444,NA,48213,24,1569,NA,921201,2,20,6,0,2,"S",921209,2,230,1,"0230L11",728,4679,92,47,2,2,"0","0",11,11,5,3,9,1,0,70,21,21,8,8,3,4,26,26,2,2,3,4,NA,NA,NA,NA,NA,NA,21,1,1,30,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,1,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,0,NA,NA,"01",107,NA,"3.75",NA,728000,4679000,24,"IFN2","24_1569",26.0945945945946,11466.4062944684,4603.11463186893,15.5412659722222,799.31149197263,0,14.3453539823009,5.75884955752212,15.7340391806444,8.54054054054054,40.144353109915,32.7291558777835,380.146422640774,41.4148996079207,77.0818136287132,-6.23725860818421,42.2291667196447,"1986_1996",5.03787878787879,15.0606060606061,10.0492424242424,859.509092721072,42.8699037367019
"266","24_1597",24.1597,26,21,NA,15.8914836111111,10.6166069444444,NA,229.466060173382,491.611935328299,NA,48240,24,1597,NA,921201,2,31,5,1,1,"S",921209,2,230,1,"0230M13",731,4673,92,47,2,2,"0","0",10,10,4,3,9,1,0,70,21,21,0,5,4,3,26,26,0,5,4,4,NA,NA,NA,NA,NA,NA,21,1,1,30,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,0,NA,4,0,NA,NA,"01",4,NA,"3.5",NA,731000,4673000,24,"IFN2","24_1597",35.5987046632124,14552.0245220508,7243.31829893781,26.5080905555556,721.07799550168,0,20.1809299587993,10.0451245830881,21.6348137450683,11.2046632124352,49.7753304906953,31.4749183107612,571.754184518018,33.2361011085574,61.8593543784644,-6.20333145634687,42.174313784851,"1986_1996",5.59090909090909,16.3409090909091,10.9659090909091,789.290905605663,37.6463954977227
"267","24_1602",24.1602,21,26,NA,24.1237806666667,12.2276854166667,NA,493.168116994086,350.14087480217,NA,48245,24,1602,NA,921201,2,47,6,1,3,"S",921209,2,231,2,"0231J02",733,4687,92,91,2,2,"0","0",9,9,1,1,9,1,0,85,26,26,0,5,0,4,NA,21,NA,5,NA,4,NA,NA,NA,NA,NA,NA,26,3,1,NA,21,3,1,NA,NA,NA,NA,NA,26,21,45,43,NA,NA,NA,3,1,"W",20,NA,NA,NA,1,1,2,NA,0,NA,0,4,NA,NA,"01",67,NA,"0.25",NA,733000,4687000,24,"IFN2","24_1602",32.779347826087,19280.9988829168,9441.99078610465,36.3514660833333,843.308991796256,0,22.8635044455628,11.1963596711961,23.4273226737455,12.6413043478261,48.9704441322818,38.5648439831548,759.797543807168,27.2404794458748,50.700245073204,-6.17352777898991,42.2996521293381,"1986_1996",5.40151515151515,16.0227272727273,10.7121212121212,823.436356587843,39.7562542317466
"270","24_702",24.702,21,26,NA,6.95511875,4.82973125,NA,254.647908947033,381.971863420549,NA,48963,24,702,NA,930201,2,14,5,1,2,"S",930224,2,129,2,"0129K09",289,4741,92,134,2,2,"0","0",10,10,3,2,9,1,30,30,21,21,5,7,1,4,25,26,4,3,0,4,26,NA,1,NA,0,NA,21,1,2,25,26,1,2,25,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,2,NA,2,NA,4,9,NA,NA,"M902",70,NA,"1",NA,289000,4741000,24,"IFN2","24_702",20.2875,9339.21206063242,3899.29610575144,11.78485,636.619772367581,0,14.67,6.125,15.3524265183065,7.25,41.7518745739605,35.7362908194701,291.072072386521,54.6665834152553,101.745976313494,-5.5798078315288,42.7917265473078,"1986_1996",5.3030303030303,15.1590909090909,10.2310606060606,721.863636840474,35.6809586455505
"272","24_744",24.744,26,21,NA,28.3045770833333,8.49665,NA,862.973469209388,509.295817894065,NA,48999,24,744,NA,930209,3,49,6,0,3,"S",930211,3,129,2,"0129L05",277,4734,92,133,2,2,"0","0",11,11,2,1,9,1,40,60,21,26,4,7,1,4,25,21,4,3,0,4,26,NA,2,NA,0,NA,26,1,2,35,21,1,2,35,NA,NA,NA,NA,26,21,NA,NA,NA,NA,NA,2,2,"W",20,NA,NA,NA,1,1,2,NA,2,NA,4,4,NA,NA,"P304",120,NA,"0.5",NA,277000,4734000,24,"IFN2","24_744",27.96875,24426.2164716158,11151.4563459721,36.8012270833333,1372.26928710345,0,17.7998711340206,8.12628865979381,18.47849247851,9.9375,45.6536375943878,35.5307262569832,844.783498912607,27.1645920059356,50.5590026324994,-5.72360818317728,42.7253636136514,"1986_1996",4.82575757575758,15.1060606060606,9.96590909090909,771.327274755998,38.6322141027478
"273","24_748",24.748,21,26,NA,20.8319708333333,5.80936177777778,NA,640.156548880735,75.8284884420053,NA,49003,24,748,NA,930125,3,32,6,0,3,"S",930226,0,129,2,"0129L04",276,4733,92,133,2,2,"0","0",11,11,4,2,9,1,70,80,21,21,4,6,3,4,25,26,4,3,0,4,26,25,2,1,0,4,21,1,2,40,26,1,2,40,25,1,2,30,21,26,25,43,NA,NA,NA,2,4,"W",20,NA,NA,NA,1,1,2,NA,2,NA,4,4,NA,NA,"01",295,NA,"2",NA,276000,4733000,24,"IFN2","24_748",30.775,14692.179901714,8891.24394747643,26.6413326111111,715.98503732274,0,20.5202331555029,12.418197984588,21.7661219651571,13.7038043478261,60.5168464241249,44.5290149401335,573.256293446906,27.2713650786486,50.7577297130754,-5.73541268368974,42.7160776574867,"1986_1996",4.82575757575758,15.1060606060606,9.96590909090909,771.327274755998,38.6322141027478
"274","24_796",24.796,26,21,NA,15.2895909722222,12.649125,NA,594.178454209743,859.436692696235,NA,49048,24,796,NA,930204,2,37,6,2,1,"S",930225,3,130,2,"0130K04",300,4739,92,151,2,2,"0","0",10,10,3,4,9,1,20,70,21,21,6,5,1,3,25,26,4,5,0,4,NA,NA,NA,NA,NA,NA,21,1,2,25,26,3,2,NA,NA,NA,NA,NA,21,26,43,NA,NA,NA,NA,2,4,"W",20,NA,NA,NA,1,1,2,NA,1,2,4,0,NA,NA,"M311",288,NA,"6.75",NA,3e+05,4739000,24,"IFN2","24_796",24.3363636363636,21822.7952802837,11521.0494915966,27.9387159722222,1453.61514690598,0,15.0127737226277,7.92579075425791,15.6434868251506,10.2121212121212,52.7936469348892,41.9623957165982,684.953502595994,25.6838023497734,47.8029425338341,-5.44472971213149,42.7766828314678,"1986_1996",5.56818181818182,15.0530303030303,10.3106060606061,660.26363437826,32.508317694118
"276","24_813",24.813,21,26,NA,9.75064375,2.05884444444444,NA,636.619772367581,141.471060526129,NA,49065,24,813,NA,930118,3,16,4,1,3,"S",930129,3,130,2,"0130K09",314,4738,92,199,6,6,"0","0",10,10,4,4,9,1,40,70,21,21,4,6,1,3,25,43,4,3,0,3,26,26,2,1,0,4,21,1,2,20,43,3,6,NA,26,1,2,20,21,43,26,NA,NA,NA,NA,2,4,"W",20,NA,NA,NA,1,1,2,NA,1,NA,2,0,NA,NA,"01",15,NA,"5",NA,314000,4738000,24,"IFN2","24_813",19.2451612903226,10537.2951044631,5331.69059357849,11.8094881944444,778.090832893711,0,13.5425,6.85227272727273,13.9013010345991,7.98387096774194,50.5982848607918,41.4850821320818,303.347611012452,44.9025847485954,83.5731271065735,-5.27340568884386,42.7712094594738,"1986_1996",5.29545454545455,14.8409090909091,10.0681818181818,651.072727853602,32.4430351365328
"277","24_831",24.831,26,21,NA,14.45079375,13.4754875,NA,1464.22547644544,1623.38041953733,NA,49083,24,831,NA,930118,3,37,6,3,2,"S",930201,3,130,2,"0130K09",313,4736,92,199,2,2,"0","0",11,11,2,2,9,1,50,85,21,21,4,5,1,3,25,26,4,4,0,4,26,43,2,1,0,2,21,1,2,20,26,1,2,20,43,3,6,NA,21,26,43,NA,NA,NA,NA,2,4,"W",20,NA,NA,NA,1,1,2,NA,1,NA,0,0,NA,NA,"01",90,NA,"2",NA,313000,4736000,24,"IFN2","24_831",17.7625,32284.580206191,18509.7198815874,27.92628125,3087.60589598277,0,10.4561855670103,5.99484536082474,10.7312591376973,7.625,57.3330046832635,42.9275158339198,794.552306600048,23.6020225625342,43.9283137626634,-5.28495710690391,42.7529702005807,"1986_1996",5.29545454545455,14.8409090909091,10.0681818181818,651.072727853602,32.4430351365328
"278","24_846",24.846,21,26,NA,20.0827347222222,11.7242465277778,NA,710.892079143799,374.898310394242,NA,49098,24,846,NA,930118,3,40,5,0,3,"S",930201,3,130,2,"0130L10",314,4734,92,79,2,2,"0","0",10,10,2,2,9,1,30,80,21,21,4,6,1,4,25,26,4,4,0,4,26,NA,2,NA,0,NA,21,3,1,NA,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,2,4,"W",20,NA,NA,NA,1,1,2,NA,1,NA,0,0,NA,"M402","M702",105,NA,"2.25",NA,314000,4734000,24,"IFN2","24_846",25.725,20478.4665276342,10253.1151116312,31.80698125,1085.79038953804,0,18.8604234527687,9.44299674267101,19.3127131087828,10.625,50.0677875357288,41.3022351797862,717.514626213591,28.5626214856093,53.1610286864041,-5.27208988419743,42.7352170273198,"1986_1996",5.5,15.1136363636364,10.3068181818182,620.100000684912,30.5365417237114
"279","24_847",24.847,26,21,NA,23.7544409722222,8.97719375,NA,1142.37881374849,986.760647169751,NA,49099,24,847,NA,930118,3,41,5,1,2,"S",930201,3,130,2,"0130L10",315,4734,92,68,2,2,"0","0",10,10,2,2,9,1,30,80,21,21,4,5,1,3,25,26,4,5,0,4,26,NA,2,NA,0,NA,21,1,2,20,26,3,1,NA,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,2,NA,0,0,NA,NA,"01",135,NA,"1",NA,315000,4734000,24,"IFN2","24_847",22.0371428571429,28638.3404599556,16171.9106063931,32.7316347222222,2129.13946091824,0,13.4506644518272,7.59551495016611,13.9906165160203,9.65714285714286,56.4694404307609,43.8221185012317,838.645737157153,22.4413660378106,41.7680885593508,-5.25988363609899,42.735458650862,"1986_1996",5.5,15.1136363636364,10.3068181818182,620.100000684912,30.5365417237114
"282","24_923",24.923,21,26,NA,21.47145,5.30539652777778,NA,1814.36635124761,183.912378683968,NA,49173,24,923,NA,930210,3,38,6,1,1,"S",930212,3,131,2,"0131L04",328,4735,92,52,2,2,"0","0",11,11,2,1,9,1,10,90,21,21,7,8,1,3,25,26,2,2,0,4,26,NA,1,NA,0,NA,21,1,2,22,26,3,1,NA,NA,NA,NA,NA,21,26,25,NA,NA,NA,NA,1,3,"W",20,NA,NA,NA,1,1,2,NA,2,NA,4,0,NA,NA,"01",283,NA,"0.25",NA,328000,4735000,24,"IFN2","24_923",20.9161764705882,25373.0115441869,13692.6302706727,26.7768465277778,1998.27872993157,0,12.6974336283186,6.85221238938053,13.0619116287866,8.91176470588235,53.9653333890898,42.6070449272305,704.941651083367,25.1019959804237,46.7200788650873,-5.10149309225602,42.7474806122141,"1986_1996",5.31060606060606,14.9166666666667,10.1136363636364,622.109092278914,30.9297175822285
"283","24_924",24.924,26,21,NA,28.8915916666667,15.64126875,NA,636.619772367581,763.943726841098,NA,49174,24,924,NA,930120,3,59,6,2,1,"S",930203,3,131,2,"0131L04",329,4735,92,52,2,2,"0","0",11,11,5,2,9,1,40,90,21,26,7,6,1,4,25,21,3,4,0,3,26,NA,1,NA,0,NA,26,3,1,NA,21,1,2,28,NA,NA,NA,NA,26,21,NA,NA,NA,NA,NA,2,3,"W",20,NA,NA,NA,1,1,2,NA,2,NA,4,0,NA,NA,"M402",266,NA,"1.75",NA,329000,4735000,24,"IFN2","24_924",29.975,27293.1275131778,15234.6648304075,44.5328604166667,1400.56349920868,0,19.4872474747475,10.8775252525253,20.1207401853426,11.75,55.8186848431051,39.1993327773144,988.456666240215,22.7410614378109,42.3258845503325,-5.0892830530899,42.7477041043438,"1986_1996",5.31060606060606,14.9166666666667,10.1136363636364,622.109092278914,30.9297175822285
"284","24_933",24.933,21,26,NA,22.43503125,9.74808125,NA,1655.21140815571,650.766878420194,NA,49183,24,933,NA,930120,3,46,6,2,1,"S",930203,3,131,2,"0131L04",328,4734,92,52,2,2,"0","0",11,11,2,2,9,1,50,90,21,21,7,8,1,3,25,26,2,2,0,3,26,NA,1,NA,0,NA,20,1,2,27,26,1,2,27,NA,NA,NA,NA,21,26,NA,NA,NA,NA,NA,2,5,"G",20,NA,NA,NA,1,1,2,NA,2,NA,4,0,NA,NA,"M902",359,NA,"0.75",NA,328000,4734000,24,"IFN2","24_933",19.1225806451613,30076.0401125524,18778.5148965871,32.1831125,2305.97828657591,0,13.0426380368098,8.14340490797546,13.3303476015412,9.2741935483871,62.4367929631459,48.4986504723347,840.489061632729,22.4541302745065,41.7918454807346,-5.10118904729263,42.7384814578733,"1986_1996",5.31060606060606,14.9166666666667,10.1136363636364,622.109092278914,30.9297175822285
"285","24_946",24.946,26,21,NA,15.89791875,8.4873375,NA,710.892079143799,700.281749604339,NA,49195,24,946,NA,930120,3,32,6,2,1,"S",930203,3,131,2,"0131L04",328,4732,92,52,2,2,"0","0",10,10,2,1,7,1,30,85,2,21,0,7,1,4,NA,26,NA,3,NA,4,NA,NA,NA,NA,NA,NA,21,1,2,22,26,3,1,NA,NA,NA,NA,NA,21,26,25,NA,NA,NA,NA,2,5,"G",20,NA,NA,NA,1,1,2,NA,2,NA,0,0,NA,NA,"M402",238,NA,"0.25",NA,328000,4732000,24,"IFN2","24_946",22.9783333333333,20085.1769793715,9625.69095819783,24.38525625,1411.17382874814,0,14.2329573934837,6.82105263157895,14.8329818183688,8.55,47.9243522129971,37.2089649669979,610.532074911471,31.1346242294982,57.9480651885779,-5.10058137603428,42.7204831011895,"1986_1996",5.31060606060606,14.9166666666667,10.1136363636364,622.109092278914,30.9297175822285
